Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_478.0,dock_availability_478.0,bike_availability_609.0,dock_availability_609.0,bike_availability_577.0,dock_availability_577.0,bike_availability_599.0,dock_availability_599.0,bike_availability_547.0,dock_availability_547.0,bike_availability_396.0,dock_availability_396.0,bike_availability_545.0,dock_availability_545.0,num_bikes_available
2021-08-01 15:00:00+00:00,0.0,-4.0,3.4,8,0,6,15,False,0.0,8,0.6980555555555555,0.2783333333333333,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,0.9641666666666666,12
2021-08-01 16:00:00+00:00,0.0,-4.0,3.5,8,0,6,16,False,0.0,8,0.7258333333333333,0.7388888888888889,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,0.8794444444444445,12
2021-08-01 17:00:00+00:00,0.0,-4.0,4.0,8,1,6,17,False,0.0,8,0.8177777777777777,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,0.8788888888888888,12
2021-08-01 18:00:00+00:00,0.0,-3.9,2.3,8,0,6,18,False,1.0,8,0.8844444444444444,0.5216666666666666,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,0.8844444444444444,12
2021-08-01 19:00:00+00:00,0.0,-4.0,1.5,8,0,6,19,False,0.0,8,0.773611111111111,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,0.8930555555555555,18
2021-08-01 20:00:00+00:00,0.0,-4.2,0.8,8,1,6,20,False,0.0,8,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,0.9838888888888888,17
2021-08-01 21:00:00+00:00,0.0,-4.2,1.0,8,0,6,21,False,1.0,8,0.3302777777777778,0.2375,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,0.9225,17
2021-08-01 22:00:00+00:00,0.0,-4.2,0.6,8,0,6,22,False,0.0,8,0.1305555555555555,0.5277777777777778,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,0.9280555555555556,17
2021-08-01 23:00:00+00:00,0.0,-4.3,0.3,8,0,6,23,False,0.0,8,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,0.9275,16
2021-08-02 00:00:00+00:00,0.0,-7.9,3.4,0,0,0,0,False,0.0,8,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,0.9705555555555556,17
2021-08-02 01:00:00+00:00,0.0,-9.0,1.3,0,0,0,1,False,0.0,8,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,0.7172222222222222,17
